state	pollName	year	startDate	endDate	numberOfRespondents	democratic	republican	someoneElse	undecided	refuseToAnswer	finalTwoPartyVSDemocratic	finalTwoPartyVSRepublican	election	electionDate
IN	Harris Interactive, online	1998	NA	1998-10-30	977	64	33	NA	NA	NA	64.6837884479	35.3162115521	Sen	1998-11-03
MO	Neighbor	1998	NA	1998-10-30	330	28	54	NA	NA	NA	45.3810264386	54.6189735614	Sen	1998-11-03
NC	Harris Interactive, online	1998	NA	1998-10-30	1418	54	39	NA	NA	NA	52.108801956	47.891198044	Sen	1998-11-03
NY	Harris Interactive, online	1998	NA	1998-10-30	2243	50	46	NA	NA	NA	55.3394123607	44.6605876393	Sen	1998-11-03
OH	Harris Interactive, online	1998	NA	1998-10-30	2149	39	58	NA	NA	NA	43.5343534353	56.4656465647	Sen	1998-11-03
PA	Harris Interactive, online	1998	NA	1998-10-30	1812	32	63	NA	NA	NA	36.1905752627	63.8094247373	Sen	1998-11-03
WA	Harris Interactive, online	1998	NA	1998-10-30	1523	53	45	NA	NA	NA	58.41	41.59	Sen	1998-11-03
ME	SurveyUSA	1998	NA	1998-10-31	500	59	18	NA	NA	NA	75.6129032258	24.3870967742	Gov	1998-11-03
OH	Louis Harris & Associates	1998	NA	1998-10-31	773	39	44	NA	NA	NA	47.1518987342	52.8481012658	Gov	1998-11-03
NY	Zogby Analytics, telephone	1998	NA	1998-10-31	1196	46.5	47.3	NA	NA	NA	55.3394123607	44.6605876393	Sen	1998-11-03
CA	SurveyUSA	1998	NA	1998-11-01	800	60	37	NA	NA	NA	60.1659751037	39.8340248963	Gov	1998-11-03
CA	SurveyUSA	1998	NA	1998-11-01	800	53	43	NA	NA	NA	55.2305610492	44.7694389508	Sen	1998-11-03
KY	SurveyUSA	1998	NA	1998-11-01	700	44	51	NA	NA	NA	49.7017490648	50.2982509352	Sen	1998-11-03
NC	SurveyUSA	1998	NA	1998-11-01	700	49	47	NA	NA	NA	52.108801956	47.891198044	Sen	1998-11-03
LA	Southern Media & Opinion Research	1999	NA	1999-10-06	500	16	64	NA	NA	NA	32.1701199564	67.8298800436	Gov	1999-10-23
LA	University of New Orleans	1999	NA	1999-10-07	803	20	48	NA	NA	NA	32.1701199564	67.8298800436	Gov	1999-10-23
LA	Mason-Dixon Polling & Research, Inc.	1999	NA	1999-10-13	626	22	55	NA	NA	NA	32.1701199564	67.8298800436	Gov	1999-10-23
MS	Mason-Dixon Polling & Research, Inc.	1999	NA	1999-10-19	605	42	47	NA	NA	NA	50.5606523955	49.4393476045	Gov	1999-11-04
FL	McLaughlin & Associates	2000	NA	2000-10-17	600	43	44	NA	NA	NA	49.9948817689	50.0051182311	Pres	2000-11-07
IL	KRC/Communications Research	2000	NA	2000-10-17	600	45	43	NA	NA	NA	56.1844000823	43.8155999177	Pres	2000-11-07
IL	Research 2000	2000	NA	2000-10-17	602	47	40	NA	NA	NA	56.1844000823	43.8155999177	Pres	2000-11-07
NH	Research 2000	2000	NA	2000-10-17	603	44	41	NA	NA	NA	49.3306630125	50.6693369875	Pres	2000-11-07
PA	Commonwealth Foundation	2000	NA	2000-10-17	728	42	42	NA	NA	NA	52.1488199526	47.8511800474	Pres	2000-11-07
FL	McLaughlin & Associates	2000	NA	2000-10-17	600	38	38	NA	NA	NA	52.4940861874	47.5059138126	Sen	2000-11-07
PA	Commonwealth Foundation	2000	NA	2000-10-17	728	38	49	NA	NA	NA	46.4719697743	53.5280302257	Sen	2000-11-07
WV	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-18	1036	47	41	NA	NA	NA	51.4902363823	48.5097636177	Gov	2000-11-07
AL	University of South Alabama	2000	NA	2000-10-18	442	33	53	NA	NA	NA	42.4128084846	57.5871915154	Pres	2000-11-07
MI	EPIC-MRA	2000	NA	2000-10-18	500	43	43	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
MI	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-18	626	43	43	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
PA	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-18	1043	42	43	NA	NA	NA	52.1488199526	47.8511800474	Pres	2000-11-07
WV	Ohio State University	2000	NA	2000-10-18	645	39	49	NA	NA	NA	46.7541790586	53.2458209414	Pres	2000-11-07
WV	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-18	1036	42	44	NA	NA	NA	46.7541790586	53.2458209414	Pres	2000-11-07
MI	EPIC-MRA	2000	NA	2000-10-18	500	40	47	NA	NA	NA	50.8270831193	49.1729168807	Sen	2000-11-07
MI	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-18	626	34	53	NA	NA	NA	50.8270831193	49.1729168807	Sen	2000-11-07
PA	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-18	1043	39	52	NA	NA	NA	46.4719697743	53.5280302257	Sen	2000-11-07
WV	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-18	1036	75	14	NA	NA	NA	79.4096619344	20.5903380656	Sen	2000-11-07
MT	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-19	968	38	51	NA	NA	NA	48.0122324159	51.9877675841	Gov	2000-11-07
VT	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-19	628	48	39	NA	NA	NA	57.0781426954	42.9218573046	Gov	2000-11-07
WA	Elway Research	2000	NA	2000-10-19	400	56	31	NA	NA	NA	59.5310907238	40.4689092762	Gov	2000-11-07
AL	Capital Survey Research Center	2000	NA	2000-10-19	580	37	55	NA	NA	NA	42.4128084846	57.5871915154	Pres	2000-11-07
LA	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-19	733	41	48	NA	NA	NA	46.0638407061	53.9361592939	Pres	2000-11-07
LA	University of New Orleans	2000	NA	2000-10-19	461	35	48	NA	NA	NA	46.0638407061	53.9361592939	Pres	2000-11-07
MN	St. Cloud State University	2000	NA	2000-10-19	514	38	41	NA	NA	NA	51.290011776	48.709988224	Pres	2000-11-07
MT	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-19	968	28	56	NA	NA	NA	36.339869281	63.660130719	Pres	2000-11-07
OH	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-19	625	41	45	NA	NA	NA	48.1800269626	51.8199730374	Pres	2000-11-07
RI	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-19	802	49	30	NA	NA	NA	65.6512378902	34.3487621098	Pres	2000-11-07
VT	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-19	628	47	38	NA	NA	NA	55.4363297931	44.5636702069	Pres	2000-11-07
WA	Elway Research	2000	NA	2000-10-19	400	46	37	NA	NA	NA	52.9411764706	47.0588235294	Pres	2000-11-07
MN	St. Cloud State University	2000	NA	2000-10-19	629	48	33	NA	NA	NA	53.0069474598	46.9930525402	Sen	2000-11-07
MT	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-19	968	41	51	NA	NA	NA	48.3075979139	51.6924020861	Sen	2000-11-07
NY	Zogby Analytics, telephone	2000	NA	2000-10-19	504	42	43	NA	NA	NA	56.2372812373	43.7627187627	Sen	2000-11-07
OH	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-19	625	31	54	NA	NA	NA	37.454317636	62.545682364	Sen	2000-11-07
RI	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-19	802	35	52	NA	NA	NA	41.9769458329	58.0230541671	Sen	2000-11-07
VT	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-19	628	23	66	NA	NA	NA	27.9481261677	72.0518738323	Sen	2000-11-07
WA	Elway Research	2000	NA	2000-10-19	400	43	46	NA	NA	NA	50.0462154668	49.9537845332	Sen	2000-11-07
FL	Fleming & Associates	2000	NA	2000-10-20	606	41	46	NA	NA	NA	49.9948817689	50.0051182311	Pres	2000-11-07
WI	Harris Interactive, telephone	2000	NA	2000-10-20	587	40	49	NA	NA	NA	50.115255658	49.884744342	Pres	2000-11-07
FL	Fleming & Associates	2000	NA	2000-10-20	606	43	40	NA	NA	NA	52.4940861874	47.5059138126	Sen	2000-11-07
WI	Harris Interactive, telephone	2000	NA	2000-10-20	587	67	24	NA	NA	NA	62.4264556705	37.5735443295	Sen	2000-11-07
MT	Montana State University Billings	2000	NA	2000-10-21	403	45	42	NA	NA	NA	48.0122324159	51.9877675841	Gov	2000-11-07
ND	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-21	1258	44	50	NA	NA	NA	45	55	Gov	2000-11-07
AZ	Arizona State University	2000	NA	2000-10-21	629	39	49	NA	NA	NA	46.7161681657	53.2838318343	Pres	2000-11-07
AZ	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-21	610	37	49	NA	NA	NA	46.7161681657	53.2838318343	Pres	2000-11-07
CA	Los Angeles Times	2000	NA	2000-10-21	852	48	41	NA	NA	NA	56.2039957939	43.7960042061	Pres	2000-11-07
CA	Los Angeles Times	2000	NA	2000-10-21	852	48	41	NA	NA	NA	56.2039957939	43.7960042061	Pres	2000-11-07
ID	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-21	890	24	62	NA	NA	NA	29.153042928	70.846957072	Pres	2000-11-07
KY	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-21	944	39	48	NA	NA	NA	42.270358639	57.729641361	Pres	2000-11-07
LA	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-21	624	39	52	NA	NA	NA	46.0638407061	53.9361592939	Pres	2000-11-07
LA	Southeastern Louisiana University	2000	NA	2000-10-21	660	38	46	NA	NA	NA	46.0638407061	53.9361592939	Pres	2000-11-07
MD	SurveyUSA	2000	NA	2000-10-21	500	52	41	NA	NA	NA	58.4702842377	41.5297157623	Pres	2000-11-07
MT	Montana State University Billings	2000	NA	2000-10-21	403	31	55	NA	NA	NA	36.339869281	63.660130719	Pres	2000-11-07
ND	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-21	1258	34	49	NA	NA	NA	35.268381176	64.731618824	Pres	2000-11-07
NJ	Quinnipiac University	2000	NA	2000-10-21	770	47	41	NA	NA	NA	58.2140634723	41.7859365277	Pres	2000-11-07
OR	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-21	1352	38	43	NA	NA	NA	50.2353444587	49.7646555413	Pres	2000-11-07
PA	West Chester University	2000	NA	2000-10-21	500	44	33	NA	NA	NA	52.1488199526	47.8511800474	Pres	2000-11-07
TN	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-21	839	43	47	NA	NA	NA	48.0341359342	51.9658640658	Pres	2000-11-07
VA	Virginia Commonwealth University	2000	NA	2000-10-21	596	40	54	NA	NA	NA	45.8569807037	54.1430192963	Pres	2000-11-07
WI	St. Norbert College	2000	NA	2000-10-21	413	46	39	NA	NA	NA	50.115255658	49.884744342	Pres	2000-11-07
CA	Los Angeles Times	2000	NA	2000-10-21	852	60	35	NA	NA	NA	60.4132857297	39.5867142703	Sen	2000-11-07
MT	Montana State University Billings	2000	NA	2000-10-21	403	43	41	NA	NA	NA	48.3075979139	51.6924020861	Sen	2000-11-07
ND	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-21	1258	57	34	NA	NA	NA	61.37	38.63	Sen	2000-11-07
NJ	Quinnipiac University	2000	NA	2000-10-21	770	46	31	NA	NA	NA	51.5481946302	48.4518053698	Sen	2000-11-07
TN	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-21	839	30	59	NA	NA	NA	33.100400781	66.899599219	Sen	2000-11-07
VA	Virginia Commonwealth University	2000	NA	2000-10-21	596	39	54	NA	NA	NA	47.7086251751	52.2913748249	Sen	2000-11-07
NH	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-22	1338	45	40	NA	NA	NA	52.6486486486	47.3513513514	Gov	2000-11-07
FL	American Research Group	2000	NA	2000-10-22	600	49	45	NA	NA	NA	49.9948817689	50.0051182311	Pres	2000-11-07
GA	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-22	1029	40	50	NA	NA	NA	44.0143369176	55.9856630824	Pres	2000-11-07
HI	Ward Research (Honolulu Star-Advertiser)	2000	NA	2000-10-22	261	50	31	NA	NA	NA	59.8284182306	40.1715817694	Pres	2000-11-07
IL	Market Shares Corp.	2000	NA	2000-10-22	899	45	35	NA	NA	NA	56.1844000823	43.8155999177	Pres	2000-11-07
ME	Pan Atlantic SMS Group	2000	NA	2000-10-22	400	47	36	NA	NA	NA	52.7509133892	47.2490866108	Pres	2000-11-07
ME	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-22	1548	39	43	NA	NA	NA	52.7509133892	47.2490866108	Pres	2000-11-07
MI	American Research Group	2000	NA	2000-10-22	600	46	43	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
NH	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-22	1338	38	46	NA	NA	NA	49.3306630125	50.6693369875	Pres	2000-11-07
NY	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-22	781	48	37	NA	NA	NA	63.0867560771	36.9132439229	Pres	2000-11-07
OH	University of Cincinnati (Ohio Poll)	2000	NA	2000-10-22	666	42	50	NA	NA	NA	48.1800269626	51.8199730374	Pres	2000-11-07
OR	American Research Group	2000	NA	2000-10-22	600	41	45	NA	NA	NA	50.2353444587	49.7646555413	Pres	2000-11-07
PA	American Research Group	2000	NA	2000-10-22	600	48	43	NA	NA	NA	52.1488199526	47.8511800474	Pres	2000-11-07
PA	Public Opinion Strategies	2000	NA	2000-10-22	800	43	45	NA	NA	NA	52.1488199526	47.8511800474	Pres	2000-11-07
RI	Brown University	2000	NA	2000-10-22	370	47	29	NA	NA	NA	65.6512378902	34.3487621098	Pres	2000-11-07
SC	SurveyUSA	2000	NA	2000-10-22	500	41	54	NA	NA	NA	41.8559443421	58.1440556579	Pres	2000-11-07
GA	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-22	1029	53	36	NA	NA	NA	60.5556133597	39.4443866403	Sen	2000-11-07
ME	Pan Atlantic SMS Group	2000	NA	2000-10-22	400	19	73	NA	NA	NA	31.06	68.94	Sen	2000-11-07
ME	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-22	1548	27	66	NA	NA	NA	31.06	68.94	Sen	2000-11-07
NY	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-22	781	48	45	NA	NA	NA	56.2372812373	43.7627187627	Sen	2000-11-07
OH	University of Cincinnati (Ohio Poll)	2000	NA	2000-10-22	666	34	59	NA	NA	NA	37.454317636	62.545682364	Sen	2000-11-07
PA	Public Opinion Strategies	2000	NA	2000-10-22	500	31	53	NA	NA	NA	46.4719697743	53.5280302257	Sen	2000-11-07
RI	Brown University	2000	NA	2000-10-22	370	28	52	NA	NA	NA	41.9769458329	58.0230541671	Sen	2000-11-07
DE	SurveyUSA	2000	NA	2000-10-23	500	55	41	NA	NA	NA	59.8584428716	40.1415571284	Gov	2000-11-07
MO	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-23	1072	44	46	NA	NA	NA	50.4624871531	49.5375128469	Gov	2000-11-07
CO	SurveyUSA	2000	NA	2000-10-23	500	39	52	NA	NA	NA	45.512132274	54.487867726	Pres	2000-11-07
DE	SurveyUSA	2000	NA	2000-10-23	500	49	45	NA	NA	NA	56.7416890357	43.2583109643	Pres	2000-11-07
FL	CBS News/New York Times	2000	NA	2000-10-23	514	48	43	NA	NA	NA	49.9948817689	50.0051182311	Pres	2000-11-07
IL	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-23	880	44	40	NA	NA	NA	56.1844000823	43.8155999177	Pres	2000-11-07
IL	Richard Day Research, Inc.	2000	NA	2000-10-23	801	43	38	NA	NA	NA	56.1844000823	43.8155999177	Pres	2000-11-07
MI	Hill Research Consultants	2000	NA	2000-10-23	550	41	42	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
MO	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-23	1072	42	46	NA	NA	NA	48.2871794872	51.7128205128	Pres	2000-11-07
NV	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-23	817	37	49	NA	NA	NA	48.1465968586	51.8534031414	Pres	2000-11-07
NY	Blum & Weprin Associates	2000	NA	2000-10-23	851	55	31	NA	NA	NA	63.0867560771	36.9132439229	Pres	2000-11-07
OH	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-23	929	39	48	NA	NA	NA	48.1800269626	51.8199730374	Pres	2000-11-07
SD	Jim Meader (KELOLAND-TV)	2000	NA	2000-10-23	506	33	51	NA	NA	NA	38.3813611281	61.6186388719	Pres	2000-11-07
DE	SurveyUSA	2000	NA	2000-10-23	500	49	48	NA	NA	NA	55.9608989217	44.0391010783	Sen	2000-11-07
FL	CBS News/New York Times	2000	NA	2000-10-23	514	45	36	NA	NA	NA	52.4940861874	47.5059138126	Sen	2000-11-07
MO	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-23	1072	46	49	NA	NA	NA	51.051992717	48.948007283	Sen	2000-11-07
NV	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-23	817	37	54	NA	NA	NA	41.8759231905	58.1240768095	Sen	2000-11-07
NY	Blum & Weprin Associates	2000	NA	2000-10-23	851	50	43	NA	NA	NA	56.2372812373	43.7627187627	Sen	2000-11-07
OH	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-23	929	30	56	NA	NA	NA	37.454317636	62.545682364	Sen	2000-11-07
MT	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-24	628	46	44	NA	NA	NA	48.0122324159	51.9877675841	Gov	2000-11-07
NH	Franklin Pierce University	2000	NA	2000-10-24	885	51	30	NA	NA	NA	52.6486486486	47.3513513514	Gov	2000-11-07
UT	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-24	918	37	55	NA	NA	NA	43.3502538071	56.6497461929	Gov	2000-11-07
VT	Research 2000	2000	NA	2000-10-24	400	49	35	NA	NA	NA	57.0781426954	42.9218573046	Gov	2000-11-07
CA	Research 2000	2000	NA	2000-10-24	820	49	39	NA	NA	NA	56.2039957939	43.7960042061	Pres	2000-11-07
ME	Market Decisions	2000	NA	2000-10-24	824	42	41	NA	NA	NA	52.7509133892	47.2490866108	Pres	2000-11-07
MI	EPIC-MRA	2000	NA	2000-10-24	500	42	44	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
MI	Mitchell Research & Communications	2000	NA	2000-10-24	800	42	42	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
MI	US News & World Report	2000	NA	2000-10-24	400	43	42	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
MT	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-24	628	37	49	NA	NA	NA	36.339869281	63.660130719	Pres	2000-11-07
NH	Franklin Pierce University	2000	NA	2000-10-24	885	43	40	NA	NA	NA	49.3306630125	50.6693369875	Pres	2000-11-07
PA	US News & World Report	2000	NA	2000-10-24	400	45	40	NA	NA	NA	52.1488199526	47.8511800474	Pres	2000-11-07
UT	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-24	918	24	62	NA	NA	NA	28.2709026511	71.7290973489	Pres	2000-11-07
VA	ABC News/Washington Post	2000	NA	2000-10-24	1009	45	49	NA	NA	NA	45.8569807037	54.1430192963	Pres	2000-11-07
VA	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-24	1100	38	50	NA	NA	NA	45.8569807037	54.1430192963	Pres	2000-11-07
VT	Research 2000	2000	NA	2000-10-24	400	52	36	NA	NA	NA	55.4363297931	44.5636702069	Pres	2000-11-07
WI	US News & World Report	2000	NA	2000-10-24	400	43	42	NA	NA	NA	50.115255658	49.884744342	Pres	2000-11-07
CA	Research 2000	2000	NA	2000-10-24	820	53	38	NA	NA	NA	60.4132857297	39.5867142703	Sen	2000-11-07
ME	Market Decisions	2000	NA	2000-10-24	824	15	60	NA	NA	NA	31.06	68.94	Sen	2000-11-07
MI	EPIC-MRA	2000	NA	2000-10-24	500	41	41	NA	NA	NA	50.8270831193	49.1729168807	Sen	2000-11-07
MI	Mitchell Research & Communications	2000	NA	2000-10-24	800	36	39	NA	NA	NA	50.8270831193	49.1729168807	Sen	2000-11-07
MT	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-24	628	44	45	NA	NA	NA	48.3075979139	51.6924020861	Sen	2000-11-07
UT	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-24	918	27	64	NA	NA	NA	32.4544237306	67.5455762694	Sen	2000-11-07
VA	ABC News/Washington Post	2000	NA	2000-10-24	1009	46	48	NA	NA	NA	47.7086251751	52.2913748249	Sen	2000-11-07
VA	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-24	1100	42	50	NA	NA	NA	47.7086251751	52.2913748249	Sen	2000-11-07
VT	Research 2000	2000	NA	2000-10-24	400	33	61	NA	NA	NA	27.9481261677	72.0518738323	Sen	2000-11-07
MO	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-25	625	45	43	NA	NA	NA	50.4624871531	49.5375128469	Gov	2000-11-07
MO	Zogby Analytics, telephone	2000	NA	2000-10-25	603	41	40	NA	NA	NA	50.4624871531	49.5375128469	Gov	2000-11-07
CO	Ciruli Associates	2000	NA	2000-10-25	400	37	47	NA	NA	NA	45.512132274	54.487867726	Pres	2000-11-07
FL	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-25	864	45	46	NA	NA	NA	49.9948817689	50.0051182311	Pres	2000-11-07
IL	Zogby Analytics, telephone	2000	NA	2000-10-25	603	46	39	NA	NA	NA	56.1844000823	43.8155999177	Pres	2000-11-07
MA	KRC/Communications Research	2000	NA	2000-10-25	400	54	28	NA	NA	NA	64.7887323944	35.2112676056	Pres	2000-11-07
MA	RKM Research and Communications, Inc.	2000	NA	2000-10-25	400	52	28	NA	NA	NA	64.7887323944	35.2112676056	Pres	2000-11-07
MI	Marketing Resource Group (MRG)	2000	NA	2000-10-25	500	39	45	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
MO	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-25	625	44	45	NA	NA	NA	48.2871794872	51.7128205128	Pres	2000-11-07
MO	Zogby Analytics, telephone	2000	NA	2000-10-25	603	46	44	NA	NA	NA	48.2871794872	51.7128205128	Pres	2000-11-07
NJ	Rutgers University	2000	NA	2000-10-25	432	47	35	NA	NA	NA	58.2140634723	41.7859365277	Pres	2000-11-07
NJ	SurveyUSA	2000	NA	2000-10-25	500	49	45	NA	NA	NA	58.2140634723	41.7859365277	Pres	2000-11-07
VA	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-25	625	41	48	NA	NA	NA	45.8569807037	54.1430192963	Pres	2000-11-07
WV	West Virginia Research Center	2000	NA	2000-10-25	536	39	41	NA	NA	NA	46.7541790586	53.2458209414	Pres	2000-11-07
FL	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-25	864	47	43	NA	NA	NA	52.4940861874	47.5059138126	Sen	2000-11-07
MA	KRC/Communications Research	2000	NA	2000-10-25	400	68	16	NA	NA	NA	84.9702901084	15.0297098916	Sen	2000-11-07
MA	RKM Research and Communications, Inc.	2000	NA	2000-10-25	400	60	11	NA	NA	NA	84.9702901084	15.0297098916	Sen	2000-11-07
MI	Marketing Resource Group (MRG)	2000	NA	2000-10-25	500	41	49	NA	NA	NA	50.8270831193	49.1729168807	Sen	2000-11-07
MO	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-25	625	46	46	NA	NA	NA	51.051992717	48.948007283	Sen	2000-11-07
MO	Zogby Analytics, telephone	2000	NA	2000-10-25	603	47	45	NA	NA	NA	51.051992717	48.948007283	Sen	2000-11-07
NJ	Rutgers University	2000	NA	2000-10-25	432	49	39	NA	NA	NA	51.5481946302	48.4518053698	Sen	2000-11-07
NJ	SurveyUSA	2000	NA	2000-10-25	500	50	42	NA	NA	NA	51.5481946302	48.4518053698	Sen	2000-11-07
VA	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-25	625	44	47	NA	NA	NA	47.7086251751	52.2913748249	Sen	2000-11-07
VT	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-26	1000	46	39	NA	NA	NA	57.0781426954	42.9218573046	Gov	2000-11-07
ID	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-26	633	30	56	NA	NA	NA	29.153042928	70.846957072	Pres	2000-11-07
IL	Fox News/Opinion Dynamics Corp.	2000	NA	2000-10-26	600	42	45	NA	NA	NA	56.1844000823	43.8155999177	Pres	2000-11-07
MD	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-26	625	48	40	NA	NA	NA	58.4702842377	41.5297157623	Pres	2000-11-07
MD	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-26	696	47	40	NA	NA	NA	58.4702842377	41.5297157623	Pres	2000-11-07
MI	Fox News/Opinion Dynamics Corp.	2000	NA	2000-10-26	600	43	40	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
NE	RKM Research and Communications, Inc.	2000	NA	2000-10-26	1007	31	56	NA	NA	NA	34.8167539267	65.1832460733	Pres	2000-11-07
PA	Fox News/Opinion Dynamics Corp.	2000	NA	2000-10-26	600	42	39	NA	NA	NA	52.1488199526	47.8511800474	Pres	2000-11-07
VT	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-26	1000	45	39	NA	NA	NA	55.4363297931	44.5636702069	Pres	2000-11-07
MD	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-26	625	59	30	NA	NA	NA	63.2369132219	36.7630867781	Sen	2000-11-07
MD	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-26	696	57	37	NA	NA	NA	63.2369132219	36.7630867781	Sen	2000-11-07
NE	RKM Research and Communications, Inc.	2000	NA	2000-10-26	1007	49	37	NA	NA	NA	51.091965538	48.908034462	Sen	2000-11-07
VT	Rasmussen Reports/Pulse Opinion Research	2000	NA	2000-10-26	1000	24	66	NA	NA	NA	27.9481261677	72.0518738323	Sen	2000-11-07
IN	Market Shares Corp.	2000	NA	2000-10-27	600	49	33	NA	NA	NA	57.5788402848	42.4211597152	Gov	2000-11-07
MO	Zogby Analytics, telephone	2000	NA	2000-10-27	600	41	40	NA	NA	NA	50.4624871531	49.5375128469	Gov	2000-11-07
FL	Zogby Analytics, telephone	2000	NA	2000-10-27	600	48	43	NA	NA	NA	49.9948817689	50.0051182311	Pres	2000-11-07
IL	Zogby Analytics, telephone	2000	NA	2000-10-27	600	46	39	NA	NA	NA	56.1844000823	43.8155999177	Pres	2000-11-07
IN	Market Shares Corp.	2000	NA	2000-10-27	600	30	53	NA	NA	NA	41.9926274831	58.0073725169	Pres	2000-11-07
MA	University of Massachusetts Amherst	2000	NA	2000-10-27	401	52	30	NA	NA	NA	64.7887323944	35.2112676056	Pres	2000-11-07
MD	Gonzales Research & Marketing Strategies, Inc.	2000	NA	2000-10-27	627	52	38	NA	NA	NA	58.4702842377	41.5297157623	Pres	2000-11-07
MI	Zogby Analytics, telephone	2000	NA	2000-10-27	600	45	45	NA	NA	NA	52.6380619996	47.3619380004	Pres	2000-11-07
MN	Mason-Dixon Polling & Research, Inc.	2000	NA	2000-10-27	625	44	41	NA	NA	NA	51.290011776	48.709988224	Pres	2000-11-07
MO	Zogby Analytics, telephone	2000	NA	2000-10-27	600	46	44	NA	NA	NA	48.2871794872	51.7128205128	Pres	2000-11-07
NJ	Monmouth University	2000	NA	2000-10-27	843	41	36	NA	NA	NA	58.2140634723	41.7859365277	Pres	2000-11-07
