"election"	"state"	"year"	"pollName"	"startDate"	"endDate"	"numberOfRespondents"	"democratic"	"republican"	"someoneElse"	"undecided"	"refuseToAnswer"	"populationType"	"Mode"	"electionDate"	"finalTwoPartyVSDemocratic"	"finalTwoPartyVSRepublican"
"Pres"	"FL"	2004	"LA Times "	NA	"2004-07-21"	826	44	45	NA	NA	NA	"RV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Mason-Dixon "	NA	"2004-07-21"	724	46	48	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Sayfie/Insdr Adv "	NA	"2004-07-20"	786	46	46	NA	NA	NA	"RV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Research 2000 "	NA	"2004-07-19"	699	47	44	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"ARG "	NA	"2004-07-15"	699	47	44	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"SUSA "	NA	"2004-07-11"	829	47	44	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Quinnipiac "	NA	"2004-06-27"	13	43	43	NA	NA	NA	"RV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Strategic Vision (R) "	NA	"2004-06-24"	896	46	48	NA	NA	NA	"RV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Fox News "	NA	"2004-06-23"	847	38	48	NA	NA	NA	"RV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"ARG "	NA	"2004-06-23"	699	47	46	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"SUSA "	NA	"2004-06-14"	820	43	50	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"ARG "	NA	"2004-05-19"	699	46	47	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Hamilton Beattie (D) "	NA	"2004-05-09"	1	48	46	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"ARG "	NA	"2004-04-24"	699	45	46	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Rasmusssen "	NA	"2004-04-13"	600	47	46	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Tampa Tribune "	NA	"2004-04-01"	724	43	51	NA	NA	NA	"RV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Rasmusssen "	NA	"2004-03-13"	511	48	45	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"Miami Herald "	NA	"2004-03-04"	895	49	43	NA	NA	NA	"RV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"FL"	2004	"ARG "	NA	"2004-03-04"	699	45	44	NA	NA	NA	"LV"	NA	"2004-11-02"	47.4745438	52.5254562
"Pres"	"GA"	2004	"Strategic Vision (R) "	NA	"2004-10-31"	896	41	55	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"SurveyUSA "	NA	"2004-10-30"	727	43	55	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Zogby/AJC "	NA	"2004-10-29"	601	42	52	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Strategic Vision (R) "	NA	"2004-10-26"	896	40	57	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"SurveyUSA "	NA	"2004-10-20"	708	40	57	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Zogby/AJC "	NA	"2004-10-15"	603	41	51	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Strategic Vision (R) "	NA	"2004-10-14"	896	37	58	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Zogby/AJC "	NA	"2004-10-08"	601	39	54	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"SurveyUSA "	NA	"2004-10-07"	693	39	58	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Strategic Vision (R) "	NA	"2004-09-27"	896	33	58	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"SUSA "	NA	"2004-09-15"	757	38	58	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"ARG "	NA	"2004-09-13"	699	42	53	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Strategic Vision (R) "	NA	"2004-09-13"	896	35	58	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Strategic Vision (R) "	NA	"2004-08-29"	896	36	55	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Strategic Vision (R) "	NA	"2004-08-17"	896	38	54	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"GA"	2004	"Strategic Vision (R) "	NA	"2004-08-02"	896	41	52	NA	NA	NA	"LV"	NA	"2004-11-02"	41.64485605	58.35514395
"Pres"	"HI"	2004	"SMS Research "	NA	"2004-10-20"	711	45	46	NA	NA	NA	"LV"	NA	"2004-11-02"	54.40717236	45.59282764
"Pres"	"HI"	2004	"Honolulu Advertiser"	NA	"2004-10-18"	699	42.6	43.3	NA	NA	NA	"LV"	NA	"2004-11-02"	54.40717236	45.59282764
"Pres"	"HI"	2004	"ARG "	NA	"2004-09-11"	699	51	41	NA	NA	NA	"LV"	NA	"2004-11-02"	54.40717236	45.59282764
"Pres"	"HI"	2004	"Star-Bulletin "	NA	"2004-08-03"	780	48	41	NA	NA	NA	"RV"	NA	"2004-11-02"	54.40717236	45.59282764
"Pres"	"IA"	2004	"Zogby "	NA	"2004-11-01"	700	50	45	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"SurveyUSA "	NA	"2004-11-01"	619	50	47	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Strategic Vision (R) "	NA	"2004-10-31"	896	46	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"FOX News "	NA	"2004-10-31"	799	44	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"SurveyUSA "	NA	"2004-10-30"	760	49	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"DM Register "	NA	"2004-10-29"	901	48	45	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Mason-Dixon "	NA	"2004-10-29"	724	44	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Strategic Vision (R) "	NA	"2004-10-27"	896	46	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Research 2000 "	NA	"2004-10-27"	699	48	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"ARG "	NA	"2004-10-27"	699	47	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"CNN/USAT/Gallup "	NA	"2004-10-26"	748	46	50	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Rasmussen "	NA	"2004-10-22"	511	46	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Survey USA "	NA	"2004-10-20"	789	45	51	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Central Surveys "	NA	"2004-10-19"	602	46	45	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Mason-Dixon "	NA	"2004-10-18"	724	43	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"ARG "	NA	"2004-10-12"	699	47	47	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Strategic Vision (R) "	NA	"2004-10-11"	896	46	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Chicago Tribune "	NA	"2004-10-11"	600	45	47	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Rasmussen "	NA	"2004-10-10"	511	50	46	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"SUSA "	NA	"2004-10-06"	768	48	47	NA	NA	NA	"RV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Harstead Strategy (D) "	NA	"2004-10-04"	814	43	46	NA	NA	NA	"RV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"UofM HHI "	NA	"2004-10-03"	698	47	46	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Strategic Vision (R) "	NA	"2004-09-29"	896	44	49	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Rasmussen "	NA	"2004-09-23"	511	45	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Fox News "	NA	"2004-09-22"	895	45	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"SUSA "	NA	"2004-09-22"	880	46	50	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Research 2000 "	NA	"2004-09-21"	701	45	47	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"CNN/USAT/Gallup"	NA	"2004-09-19"	730	44	50	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Mason-Dixon "	NA	"2004-09-16"	725	42	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Strategic Vision (R) "	NA	"2004-09-15"	896	46	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"ARG "	NA	"2004-09-14"	699	46	48	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Zogby/WSJ** "	NA	"2004-09-03"	664	50.6	46.9	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Strategic Vision (R) "	NA	"2004-08-30"	896	47	47	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"CNN/USAT/Gallup"	NA	"2004-08-26"	844	51	45	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Zogby/WSJ** "	NA	"2004-08-21"	608	52.2	45.2	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Strategic Vision (R) "	NA	"2004-08-18"	896	48	47	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Strategic Vision (R) "	NA	"2004-08-03"	896	48	46	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Zogby/WSJ** "	NA	"2004-07-30"	597	50	46.1	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"ARG "	NA	"2004-07-28"	699	46	46	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"DM Register "	NA	"2004-07-21"	740	45	46	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"UofM HHI "	NA	"2004-07-12"	713	47.7	44.4	NA	NA	NA	"RV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"SUSA "	NA	"2004-05-26"	889	48	45	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"KCCI/Res 2000 "	NA	"2004-05-25"	703	46	42	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"ARG "	NA	"2004-04-21"	699	47	46	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"Rasmussen "	NA	"2004-03-23"	600	51	41	NA	NA	NA	"LV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IA"	2004	"DM Register "	NA	"2004-02-12"	895	49	42	NA	NA	NA	"RV"	NA	"2004-11-02"	49.66205992	50.33794008
"Pres"	"IL"	2004	"SurveyUSA "	NA	"2004-10-29"	764	54	42	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Research 2000 "	NA	"2004-10-28"	699	54	40	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Research 2000 "	NA	"2004-10-23"	895	53	41	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Chi Trib/WGN "	NA	"2004-10-19"	799	50	42	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"SurveyUSA "	NA	"2004-10-06"	743	55	39	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Rasmussen "	NA	"2004-10-04"	600	52	41	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Research 2000 "	NA	"2004-10-04"	699	55	38	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Chi Trib/WGN "	NA	"2004-09-20"	799	49	40	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Research 2000"	NA	"2004-09-16"	895	54	39	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"ARG "	NA	"2004-09-16"	699	49	43	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"SurveyUSA "	NA	"2004-09-14"	717	49	45	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Chi Trib/WGN "	NA	"2004-08-16"	799	52	38	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"SurveyUSA "	NA	"2004-06-09"	839	52	39	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Chi Trib/WGN "	NA	"2004-05-24"	699	53	37	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Rasmussen "	NA	"2004-05-12"	600	48	43	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Research 2000 "	NA	"2004-03-10"	724	47	39	NA	NA	NA	"RV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Rasmussen "	NA	"2004-03-03"	553	52	39	NA	NA	NA	"RV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IL"	2004	"Research 2000 "	NA	"2004-03-03"	895	54	36	NA	NA	NA	"LV"	NA	"2004-11-02"	55.20644512	44.79355488
"Pres"	"IN"	2004	"SurveyUSA "	NA	"2004-10-29"	688	39	58	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"Research 2000 "	NA	"2004-10-24"	699	40	56	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"SurveyUSA "	NA	"2004-10-19"	701	37	59	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"Research 2000 "	NA	"2004-10-12"	701	40	53	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"SurveyUSA "	NA	"2004-10-05"	688	39	58	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"ARG "	NA	"2004-09-20"	699	39	54	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"Research 2000 "	NA	"2004-09-09"	699	38	54	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"SurveyUSA "	NA	"2004-09-09"	791	36	60	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"MRI "	NA	"2004-07-12"	943	27	46	NA	NA	NA	"RV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"IMA "	NA	"2004-06-24"	699	36	52	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"Indy Star "	NA	"2004-05-19"	799	33	54	NA	NA	NA	"RV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"IMA "	NA	"2004-03-24"	699	37	52	NA	NA	NA	"LV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"IN"	2004	"SurveyUSA "	NA	"2004-02-17"	684	45	51	NA	NA	NA	"RV"	NA	"2004-11-02"	39.5766129	60.4233871
"Pres"	"KS"	2004	"SurveyUSA "	NA	"2004-10-27"	750	37	60	NA	NA	NA	"LV"	NA	"2004-11-02"	37.1324275	62.8675725
"Pres"	"KS"	2004	"KC Star "	NA	"2004-10-26"	672	30	59	NA	NA	NA	"LV"	NA	"2004-11-02"	37.1324275	62.8675725
"Pres"	"KS"	2004	"SurveyUSA "	NA	"2004-10-11"	694	38	57	NA	NA	NA	"LV"	NA	"2004-11-02"	37.1324275	62.8675725
"Pres"	"KS"	2004	"ARG "	NA	"2004-09-18"	699	35	57	NA	NA	NA	"LV"	NA	"2004-11-02"	37.1324275	62.8675725
"Pres"	"KS"	2004	"SurveyUSA "	NA	"2004-09-09"	703	35	60	NA	NA	NA	"LV"	NA	"2004-11-02"	37.1324275	62.8675725
"Pres"	"KS"	2004	"SurveyUSA "	NA	"2004-06-30"	697	36	56	NA	NA	NA	"VL"	NA	"2004-11-02"	37.1324275	62.8675725
"Pres"	"KS"	2004	"SurveyUSA "	NA	"2004-03-04"	601	39	57	NA	NA	NA	"RV"	NA	"2004-11-02"	37.1324275	62.8675725
"Pres"	"KY"	2004	"SurveyUSA "	NA	"2004-10-30"	735	38	59	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"Bluegrass "	NA	"2004-10-20"	789	39	56	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"SurveyUSA "	NA	"2004-10-19"	728	37	59	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"SurveyUSA "	NA	"2004-10-06"	721	38	57	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"Bluegrass "	NA	"2004-09-15"	756	38	53	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"ARG "	NA	"2004-09-12"	699	39	57	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"SurveyUSA "	NA	"2004-09-09"	764	39	56	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"SurveyUSA "	NA	"2004-08-15"	796	39	56	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"SurveyUSA "	NA	"2004-07-26"	789	42	52	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"SurveyUSA "	NA	"2004-06-08"	768	39	52	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"Bluegrass "	NA	"2004-05-11"	764	40	52	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"SurveyUSA "	NA	"2004-02-16"	780	41	57	NA	NA	NA	"RV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"KY"	2004	"Bluegrass "	NA	"2004-02-04"	699	38	55	NA	NA	NA	"LV"	NA	"2004-11-02"	39.99395405	60.00604595
"Pres"	"LA"	2004	"UNO "	NA	"2004-10-21"	799	38	50	NA	NA	NA	"LV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"LA"	2004	"Renwick "	NA	"2004-10-18"	699	39	47	NA	NA	NA	"LV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"LA"	2004	"Sthrn Media "	NA	"2004-10-13"	699	31	50	NA	NA	NA	"LV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"LA"	2004	"MRI "	NA	"2004-10-07"	699	36	51	NA	NA	NA	"RV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"LA"	2004	"ARG "	NA	"2004-09-21"	699	42	50	NA	NA	NA	"LV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"LA"	2004	"MRI "	NA	"2004-09-02"	699	36	53	NA	NA	NA	"RV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"LA"	2004	"MRI "	NA	"2004-07-14"	699	38	54	NA	NA	NA	"RV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"LA"	2004	"MRI "	NA	"2004-05-27"	699	42	48	NA	NA	NA	"RV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"LA"	2004	"Multi-Quest "	NA	"2004-05-25"	511	29	48	NA	NA	NA	"RV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"LA"	2004	"Harris-Deville "	NA	"2004-03-29"	799	38	52	NA	NA	NA	"RV"	NA	"2004-11-02"	42.67232666	57.32767334
"Pres"	"MD"	2004	"SurveyUSA "	NA	"2004-10-29"	706	54	43	NA	NA	NA	"LV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"Baltimore Sun "	NA	"2004-10-26"	701	56	39	NA	NA	NA	"RV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"Mason-Dixon "	NA	"2004-10-26"	724	52	41	NA	NA	NA	"LV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"SurveyUSA "	NA	"2004-10-07"	682	56	41	NA	NA	NA	"LV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"Gonzales Research "	NA	"2004-10-05"	896	52	42	NA	NA	NA	"RV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"Rasmussen "	NA	"2004-09-27"	511	48	45	NA	NA	NA	"LV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"Survey USA "	NA	"2004-09-19"	697	48	48	NA	NA	NA	"LV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"ARG "	NA	"2004-09-09"	699	52	43	NA	NA	NA	"LV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"SUSA "	NA	"2004-08-25"	693	53	42	NA	NA	NA	"LV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"Gonzales Research "	NA	"2004-08-15"	938	53	40	NA	NA	NA	"RV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"Gonzales Research "	NA	"2004-06-09"	931	52	38	NA	NA	NA	"RV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"Gonzales Research "	NA	"2004-03-24"	920	48	43	NA	NA	NA	"RV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"MD"	2004	"Mason-Dixon "	NA	"2004-02-25"	724	47	38	NA	NA	NA	"RV"	NA	"2004-11-02"	56.56616754	43.43383246
"Pres"	"ME"	2004	"SurveyUSA "	NA	"2004-10-30"	35	52	44	NA	NA	NA	"LV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"Zogby "	NA	"2004-10-22"	513	50	39	NA	NA	NA	"LV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"SurveyUSA "	NA	"2004-10-19"	759	51	45	NA	NA	NA	"LV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"SUSA "	NA	"2004-10-05"	752	49	47	NA	NA	NA	"LV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"Strategic Mktg Svs "	NA	"2004-09-27"	511	42	39	NA	NA	NA	"LV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"Critical Insights "	NA	"2004-09-23"	699	45	42	NA	NA	NA	"LV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"SUSA "	NA	"2004-09-22"	735	46	47	NA	NA	NA	"LV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"ARG "	NA	"2004-09-10"	699	48	44	NA	NA	NA	"LV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"Zogby "	NA	"2004-09-09"	511	43	43	NA	NA	NA	"RV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"SUSA "	NA	"2004-08-24"	731	49	44	NA	NA	NA	"LV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"Strategic Mktg Svs"	NA	"2004-06-12"	511	43.5	41	NA	NA	NA	"RV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"ME"	2004	"Strategic Mktg Svs"	NA	"2004-03-03"	511	51	38	NA	NA	NA	"RV"	NA	"2004-11-02"	54.57972491	45.42027509
"Pres"	"MI"	2004	"Zogby "	NA	"2004-11-01"	700	52	46	NA	NA	NA	"LV"	NA	"2004-11-02"	51.72657512	48.27342488
"Pres"	"MI"	2004	"Strategic Vision (R) "	NA	"2004-10-31"	896	44	45	NA	NA	NA	"LV"	NA	"2004-11-02"	51.72657512	48.27342488
"Pres"	"MI"	2004	"Rasmussen "	NA	"2004-10-31"	699	50	46	NA	NA	NA	"LV"	NA	"2004-11-02"	51.72657512	48.27342488
